rate,sttl,dload,ackdat,dmean,ct_srv_src,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,attack_cat
111111.1072,254,0,0,0,22,13,22,13,22,3
3076.92316,31,730256.4375,0,89,1,1,1,4,3,4
76923.07779,254,0,0,0,35,1,14,14,34,2
111111.1072,254,0,0,0,36,11,36,11,36,3
35.78079960787045,254,7944.34538389288,0.05954683366502941,63,3,1,3,2,3,4
11.3038,254,1649.025024,0.052242,44,1,1,1,1,2,5
39.295727,254,5732.553223,0.050474,44,1,1,1,1,1,1
8066.999406423635,31,14022876.237906577,0.00013880362498241454,429,10,1,1,3,4,4
469.797214,31,1373221.625,0.000142,724,9,1,4,7,10,4
48.71939916969917,254,8100.757940721518,0.07142114554224549,69,8,1,3,3,8,2
500000.0013,254,0,0,0,7,1,7,1,7,0
250000.0006,254,0,0,0,4,3,4,3,4,0
4331.969048444388,31,1548876.7498799786,0.00013047780150019184,92,2,1,1,7,3,4
41.90142692806776,254,5246.189064289022,0.0657403440384941,50,5,1,2,1,4,2
111111.1072,254,0,0,0,8,4,8,13,8,0
100000.0025,254,0,0,0,11,4,4,8,11,2
111111.1072,254,0,0,0,30,1,12,12,30,2
34.706468569320826,62,26400.04109394954,0.05525747138711643,231,1,1,1,2,1,1
39.362889,254,2750.153809,0.132918,44,3,1,2,2,3,2
111111.1072,254,0,0,0,6,3,6,20,6,0
2210.0347371643156,31,804131.4762780264,0.00020837263025512838,89,8,1,6,9,9,4
17.03266,254,2034.835205,0.0564,45,6,1,4,1,4,4
111111.1072,254,0,0,0,1,1,1,1,1,5
90909.0902,254,0,0,0,15,6,6,11,15,1
250000.0006,254,0,0,0,21,4,6,6,16,2
26.356629,254,3844.967041,0.045487,44,2,1,1,1,1,5
111111.1072,254,0,0,0,32,13,32,13,32,3
166666.6608,254,0,0,0,2,1,1,2,1,5
250000.0006,254,0,0,0,13,2,2,2,13,2
12.216424465307853,62,3314.206152331594,0.0808196304035234,74,1,1,1,1,1,1
111111.1072,254,0,0,0,7,2,7,3,7,1
34.406827,254,4110.46875,0.064989,45,7,1,6,3,6,2
31.47042838015247,62,50207.05846647073,0.044031514937144176,387,1,1,1,2,1,1
16.946914472767606,254,4713.668364636723,0.10851212790609052,84,2,1,1,2,1,2
111111.1072,254,0,0,0,27,17,27,24,27,3
125000.0003,254,0,0,0,34,13,34,27,34,3
333333.3215,254,0,0,0,5,2,5,2,5,0
125000.0003,254,0,0,0,26,17,26,18,26,3
125000.0003,254,0,0,0,10,10,12,11,10,3
17.361749,254,2532.772949,0.029152,44,1,1,1,1,1,5
133.10656126297718,253,11383.710514453172,0.04449799533626301,45,2,1,1,1,1,0
500000.0013,254,0,0,0,13,4,4,4,13,3
16.662797,254,1990.648804,0.075576,45,1,1,1,1,1,5
19.71079353658253,254,2443.6539824312763,0.07489888976234145,45,3,1,2,1,3,4
125000.0003,254,0,0,0,25,25,25,26,25,3
28.042109,254,0,0,0,1,1,1,1,1,1
90909.0902,254,0,0,0,11,4,4,8,11,1
111111.1072,254,0,0,0,22,22,22,22,22,3
125000.0003,254,0,0,0,40,17,40,17,40,3
16.031676244001765,254,2338.7386912041948,0.06387406312106543,44,2,1,1,1,1,1
3359.618081,31,10060862,0.000159,743,8,1,1,3,4,4
35.33498237170365,254,34787.3549380537,0,83,6,1,1,1,5,2
83333.33039,254,0,0,0,15,2,4,4,15,3
125000.0003,254,0,0,0,1,1,1,2,1,5
24.733491460397495,254,3276.758504211399,0.07107991775004965,44,5,1,1,1,4,2
19.477544,254,2841.429932,0.060434,44,1,1,1,1,1,5
111111.1072,254,0,0,0,7,3,7,3,7,0
2041.9873474558508,31,633851.0163823147,8.851959438458998e-05,88,7,1,4,7,6,4
111111.1072,254,0,0,0,1,1,2,1,1,5
125000.0003,254,0,0,0,26,17,26,18,26,3
1305.7018121157878,31,456904.4524948273,0.00014446420143160717,82,3,1,2,9,3,4
125000.0003,254,0,0,0,5,2,5,11,5,0
8.108424283702963,254,1060.236990355524,0.1162849054783526,44,7,1,1,2,4,2
200000.0051,254,0,0,0,4,1,1,1,4,2
22.477051,254,3279.005127,0.015805,44,6,1,8,2,6,5
21.081569,254,2518.544922,0.063852,45,5,1,5,1,5,2
26.453628,254,3859.117432,0.051631,44,1,1,1,1,1,5
13.778955,254,7263.040039,0.153356,141,1,1,1,1,1,0
14.05214333009055,254,2606.676886156158,0.06430042635190267,58,3,1,1,1,1,4
75.23743610203684,62,582827.7085031971,0.06528776760236625,1201,1,1,1,14,1,1
200000.0051,254,0,0,0,10,1,7,2,7,4
22.509192,254,3283.693848,0.046832,44,5,1,1,2,2,2
111111.1072,254,0,0,0,6,2,6,10,6,0
2643.257918429941,31,3643801.722881523,0.00014259063772718362,1056,12,1,1,8,8,4
90909.0902,254,0,0,0,4,1,1,1,2,5
17.109328,254,2495.948975,0.07114,44,4,1,1,3,2,1
10.634338,254,3005.9729,0.155612,82,1,1,1,1,1,4
111111.1072,254,0,0,0,30,17,30,18,30,3
25.512732,254,3721.857422,0.046152,44,1,1,1,1,1,5
30.447943,254,4441.817383,0.058514,44,1,1,1,1,1,1
250000.0006,254,0,0,0,21,6,6,6,16,2
17.247396,62,4983.293945,0.065105,74,9,1,2,4,2,1
200000.0051,254,0,0,0,39,15,39,34,39,3
11.916074747558525,62,585.5899492179524,0.48057148404114924,43,7,1,7,2,7,4
38.508128044803485,254,0,0,0,1,1,1,1,1,0
166666.6608,254,0,0,0,10,10,10,10,10,0
30.343168381311916,254,4031.6460137912763,0.05503191869316036,44,2,1,2,9,2,4
166666.6608,254,0,0,0,4,2,4,10,4,0
24.695434,62,37994.57422,0.073806,406,2,1,1,1,1,1
4212.305130796522,31,2954298.6514974074,0.0001334336745121657,518,6,1,1,2,8,4
37.79495575268542,62,77937.29784358213,0.025959344846739164,503,1,1,2,2,1,1
24.98759,254,2985.184082,0.060842,45,5,1,5,1,5,2
111111.1072,254,0,0,0,6,2,6,10,6,5
27.053434,254,3946.618652,0.048935,44,1,1,1,1,1,5
18.149566,254,4646.289062,0.04494,87,4,1,1,1,5,2
82.56293957917624,254,10621.100108433304,0.05923249103072203,48,1,1,1,1,1,1
21.808668444703464,62,5515.05971376411,0.062038534744396474,77,1,1,1,1,1,1
1000000.003,254,0,0,0,35,14,35,36,35,3
19.00254405022831,254,2341.3872816914504,0.06406613324955193,44,2,1,2,1,3,2
25.86157,254,3772.746826,0.036692,44,4,1,4,2,7,4
8.083479,254,1179.236816,0.136855,44,5,1,1,3,4,5
1000000.003,254,0,0,0,4,1,2,3,4,5
333333.3215,254,0,0,0,5,3,5,3,5,1
250000.0006,254,0,0,0,44,19,43,36,43,3
0,0,0,0,0,1,1,1,1,1,4
142857.1409,254,0,0,0,14,5,5,9,14,1
6.550782,254,1083.062622,0,44,6,1,1,2,2,5
90909.0902,254,0,0,0,13,3,5,6,13,3
17400.60485994437,254,0,0,0,9,4,4,5,9,2
250000.0006,254,0,0,0,14,2,2,2,14,3
125000.0003,254,0,0,0,8,4,8,13,8,0
2844.186409462789,31,675020.2255650219,0,89,2,1,1,2,3,4
83333.33039,254,0,0,0,2,1,1,1,1,5
125000.0003,254,0,0,0,4,2,4,17,4,1
1877.987641,31,707033.875,0.000161,91,10,1,7,9,18,4
125000.0003,254,0,0,0,6,2,6,11,6,0
125000.0003,254,0,0,0,5,2,5,2,5,1
50.302023589030405,254,5047.844519772936,0.05715954237975206,44,1,1,1,1,1,0
88.17473,254,9294.654297,0.043831,45,1,1,1,1,1,1
125000.0003,254,0,0,0,3,1,3,11,3,0
142857.1409,254,0,0,0,30,14,30,14,30,3
111111.1072,254,0,0,0,6,1,6,1,6,1
111111.1072,254,0,0,0,25,25,25,26,25,3
200000.0051,254,0,0,0,6,1,6,1,6,1
333333.3215,254,0,0,0,5,3,5,3,5,5
218.5356231168435,31,285953.4299484424,0.00014021693009181523,393,3,1,1,3,3,4
231.195237824197,62,2133116.009745141,0.04505318611762041,1328,1,1,1,1,1,0
90909.0902,254,0,0,0,6,3,3,3,6,3
37.3602476585507,254,6805.094548954245,0.057182689942345884,58,2,1,1,1,3,1
21.706349,62,11001.28809,0.128508,154,4,1,4,2,4,4
17.688334215200438,254,2355.5797914611885,0.06490215828251568,44,2,1,2,1,1,1
16.064414739146574,254,2724.2525729124422,0.09535027248017594,50,2,1,1,1,1,2
250000.0006,254,0,0,0,5,1,1,3,1,5
125000.0003,254,0,0,0,40,16,40,16,40,3
57.910266312763135,254,7802.605344405162,0.0471750066488187,48,1,1,1,1,1,1
18.526489438788353,254,2702.6878865781437,0.0460184023774487,44,3,1,2,1,4,2
333333.3215,254,0,0,0,6,2,7,10,6,1
200000.0051,254,0,0,0,7,4,4,4,7,3
90909.0902,254,0,0,0,23,4,7,7,23,3
1000000.003,254,0,0,0,33,25,33,26,33,3
142857.1409,254,0,0,0,9,4,9,13,9,1
111111.1072,254,0,0,0,1,1,1,2,1,5
248.069924,31,121017.9531,0.000135,120,4,1,1,1,2,4
142857.1409,254,0,0,0,18,1,6,6,17,2
26.977874,254,3935.595703,0.046226,44,1,1,1,1,1,5
62500.00016,254,0,0,0,2,1,1,2,1,1
125000.0003,254,0,0,0,38,22,38,23,38,3
125000.0003,254,0,0,0,1,1,3,2,1,0
250000.0006,254,0,0,0,11,4,5,8,11,1
17.28825921392345,62,7316.562536035669,0.042929547904806464,143,1,1,1,1,1,1
83333.33039,254,0,0,0,21,2,2,3,16,2
90909.0902,254,0,0,0,30,1,30,9,30,4
137.80116169627954,218,23643.4743527605,0.010340564835631599,73,2,1,1,1,1,1
749.3408253153248,31,2694769.025223714,0.00013601246712807458,940,17,1,1,1,9,4
30.242363,254,3612.954346,0.018061,45,1,1,1,1,1,5
100000.0025,254,0,0,0,12,2,4,4,12,5
166666.6608,254,0,0,0,1,1,1,1,1,4
107.92282401461465,62,14859.971975413187,0.024665024920612653,70,1,1,1,1,1,1
333333.3215,254,0,0,0,5,2,5,12,5,0
250000.0006,254,0,0,0,3,1,1,1,5,2
57.54873,254,15992.48926,0.04593,94,8,1,2,2,8,2
33.241292,254,3971.226318,0.049331,45,5,1,1,1,4,2
125000.0003,254,0,0,0,8,2,8,7,8,1
142857.1409,254,0,0,0,2,1,1,1,1,5
111111.1072,254,0,0,0,1,1,63,1,1,5
125000.0003,254,0,0,0,12,4,5,11,11,0
17.127444408598418,254,2473.0726969290713,0.04366693937841513,44,4,1,4,1,4,4
90909.0902,254,0,0,0,7,3,3,4,7,3
142857.1409,254,0,0,0,11,3,7,7,11,3
10.094741,254,2895.748779,0.090704,84,2,1,1,1,2,2
100000.0025,254,0,0,0,11,2,2,4,11,0
67498.85479698193,254,0,0,0,1,1,1,1,1,0
17.010544,254,2032.192993,0.071504,45,4,1,1,2,1,4
100000.0025,254,0,0,0,6,1,20,2,4,4
17.328656,254,2527.945068,0.119573,44,1,1,1,1,2,5
333333.3215,254,0,0,0,1,1,1,1,2,5
0.319789,254,0,0,0,49,2,48,23,48,4
0.5955832757251617,254,0,0,0,46,2,45,25,45,4
18.690443135513373,254,2726.6057968487835,0.07580404809822522,44,5,2,2,2,3,2
23.920945065449807,254,5010.753630100592,0.05944402549198162,57,2,1,1,1,2,2
90909.0902,254,0,0,0,1,1,1,1,5,5
333333.3215,254,0,0,0,3,1,3,1,3,0
7.737148,254,1128.713379,0.041246,44,1,1,1,2,1,2
2.9553642628410985,254,0,0,0,1,1,1,2,1,0
250000.0006,254,0,0,0,5,2,5,4,5,0
333333.3215,254,0,0,0,9,9,9,9,9,3
200000.0051,254,0,0,0,6,2,6,2,6,0
85.177427,254,10175.86328,0.043795,45,2,1,1,1,1,5
1000000.003,254,0,0,0,11,2,4,5,11,3
1522.7420472361503,31,407224.71962228627,0,78,13,1,2,8,4,4
17.397261,62,4699.307129,0.060497,82,1,1,1,2,1,1
250000.0006,254,0,0,0,3,3,3,3,3,3
111111.1072,254,0,0,0,7,2,7,11,7,1
27.25216861480982,31,67611.41889303565,0.00014878666190801856,565,1,1,1,8,2,4
34.50792426051586,254,7095.654144838987,0.02154345226043388,57,3,1,1,1,3,2
14.988446,254,2186.549805,0.087164,44,4,1,1,2,2,5
250000.0006,254,0,0,0,13,2,2,2,13,2
111111.1072,254,0,0,0,42,17,42,17,42,3
23.446826,254,4085.864258,0.088659,56,1,1,1,23,1,4
33.302391552395,31,13952.598776734443,0.0008923033897444332,103,4,1,1,1,9,4
44.643521,62,191945.7031,0.024363,790,1,1,1,1,1,1
142857.1409,254,0,0,0,4,1,1,1,3,5
25.62649907430379,254,7343.660300793622,0.05431069356611292,91,5,1,1,1,4,2
90909.0902,254,0,0,0,16,1,4,4,16,2
333333.3215,254,0,0,0,31,18,31,31,31,3
25.33145897138211,254,4819.278082128538,0.04789746952292873,76,3,1,1,2,3,4
111111.1072,254,0,0,0,3,1,3,1,3,1
90909.0902,254,0,0,0,9,1,1,2,1,5
19.70998999423319,254,2354.6867825024365,0.07250104391748284,45,8,1,6,2,8,4
10.640176,254,1271.146362,0.091714,45,1,1,1,1,1,0
111111.1072,254,0,0,0,8,4,8,13,8,0
18.849181906520418,254,2749.7630154331855,0.07145689312636291,44,5,1,4,2,4,4
39.572325,62,219283.4531,0.086753,984,1,1,1,1,1,1
17.12034387995131,254,2045.3104397458942,0.05628886296238714,45,4,1,3,5,3,4
111111.1072,254,0,0,0,32,25,32,25,32,3
125000.0003,254,0,0,0,42,12,42,29,42,3
79.476517,254,9494.794922,0.043549,45,1,1,1,1,1,5
142857.1409,254,0,0,0,10,2,2,5,9,1
2898.23727106942,31,6636475.551646579,0.000238133880250887,661,5,1,1,3,5,4
250000.0006,254,0,0,0,10,3,7,7,10,3
90909.0902,254,0,0,0,10,4,4,4,10,0
142857.1409,254,0,0,0,5,1,1,2,1,5
90909.0902,254,0,0,0,3,1,1,2,2,5
29.214726134077157,254,4077.73719107955,0.03314397395120194,44,3,1,3,1,3,4
307.529518,31,161675.9844,0.000142,132,8,1,1,3,9,4
1.2505603047751659,254,296.41636032679065,0.07978741983533315,76,5,2,3,3,4,2
446.532992,31,63109.99609,0.000154,53,3,1,3,5,3,4
500000.0013,254,0,0,0,34,18,34,18,34,3
7201.6551739524775,31,2625842.9719984317,0.0001491704148259337,120,5,1,1,3,5,4
142857.1409,254,0,0,0,3,3,3,3,3,3
111111.1072,254,0,0,0,3,1,3,2,3,4
23.153251,254,5041.368652,0.05398,57,2,1,1,1,2,2
1000000.003,254,0,0,0,1,1,1,1,1,5
25.760453685396108,254,3218.377220897824,0.10081187351985454,46,7,1,1,1,7,2
63.055912,62,29346.96289,0.051397,141,2,1,1,1,1,3
30.76606816478986,31,76252.21246609336,0.00015520261601334505,565,2,1,1,2,1,4
30.669834651210795,31,76013.69696879374,0.0001867390151370714,565,4,1,1,2,2,4
111111.1072,254,0,0,0,1,1,1,9,1,5
24.14621439777208,62,22614.48945630426,0.06161138825465355,300,1,1,1,1,1,1
19.296662602553248,254,2305.3079352522577,0.06272069989302329,45,5,1,3,1,3,4
166666.6608,254,0,0,0,4,2,4,11,4,0
500000.0013,254,0,0,0,15,3,3,8,14,0
3.2557332545021755,254,0,0,0,2,2,2,2,2,0
37.43037850240536,254,4923.569813651464,0.06988078355509308,62,6,1,1,2,4,2
125000.0003,254,0,0,0,4,1,4,1,4,0
44.991187061735104,254,3885.121224931752,0.04025587039786287,44,5,1,4,1,4,4
20.037085813076132,254,2956.6488935352445,0.1349800505209471,95,1,1,1,1,1,1
83333.33039,254,0,0,0,20,2,2,3,16,0
49.79334961517789,62,225653.5432409968,0.05612499663236871,943,1,1,1,1,1,1
166666.6608,254,0,0,0,9,3,10,12,9,0
111111.1072,254,0,0,0,27,15,27,27,27,3
90909.0902,254,0,0,0,20,6,11,12,20,3
42.81992749578522,179,5031.276234639847,0.08137736620857704,53,2,1,1,6,1,0
250000.0006,254,0,0,0,18,4,7,8,18,3
64.02909245404629,254,4871.311072265873,0.10255739147343979,44,4,1,1,1,1,1
125000.0003,254,0,0,0,5,3,5,3,5,5
100000.0025,254,0,0,0,10,3,7,7,10,3
48.673643,62,16496.80273,0.047659,91,1,1,1,1,1,1
203.016233,62,1762124.5,0.044915,1283,2,1,1,1,1,0
1813.9543533880992,31,659769.5955703967,0.00012033874595879495,90,11,1,5,16,8,4
125000.0003,254,0,0,0,9,5,9,15,9,0
250000.0006,254,0,0,0,10,3,3,6,10,0
40.261317,254,11425.73828,0.057175,96,5,1,1,1,5,2
18.796962223407384,254,2482.368949342717,0.11422410656233953,52,4,1,1,2,2,0
88.567142732825,254,6308.880175483689,0.042024712810870946,44,1,1,1,1,2,2
111111.1072,254,0,0,0,4,3,4,18,4,0
111111.1072,254,0,0,0,1,1,1,1,1,5
22.43764675109847,254,14023.879486154348,0.10175494637272672,169,1,1,1,1,1,0
36.644168,254,8979.75,0.05901,65,3,1,3,2,3,4
16.81919681191096,62,3303.05283455685,0.09050822388283558,63,1,1,1,1,1,1
110.92618034461793,125,9512.332670110782,0.042565653888387914,52,1,1,1,1,1,1
2885.4562612139007,31,684814.953670297,0,89,3,1,1,4,3,4
11.366961497784805,125,716.5356897227316,0.1009867398625688,43,5,1,4,2,5,4
5.504923,62,270.527649,0.132301,43,2,1,2,1,2,4
125000.0003,254,0,0,0,2,2,2,2,2,0
498.9247288023437,31,3640291.878779363,0.00013873701121071034,1427,13,1,1,5,8,4
250000.0006,254,0,0,0,9,4,4,6,9,3
90909.0902,254,0,0,0,25,1,25,7,25,4
21.28679102373823,62,5732.910781131948,0.061796926397883215,72,1,1,2,2,1,1
333333.3215,254,0,0,0,11,4,5,8,11,2
30.575140334952444,254,3188.9108825423314,0.07761237557111929,44,4,1,1,1,4,2
0.970374,254,123.206184,0.029586,45,4,3,3,3,5,2
55.70619169830837,254,3342.152847279241,0.09406187343455333,43,6,1,2,3,4,2
1.297752362094491,254,0,0,0,1,1,1,1,1,1
47.119286,254,5629.184082,0.040359,45,1,1,1,3,1,5
333333.3215,254,0,0,0,14,3,3,3,14,3
83333.33039,254,0,0,0,30,1,8,8,30,2
14.020879653965096,254,1607.1471562620716,0.06401032701643944,44,6,1,4,2,6,4
111111.1072,254,0,0,0,4,1,4,2,4,4
20.989603,62,11262.71387,0.061982,145,2,1,1,2,1,0
250000.0006,254,0,0,0,10,3,7,7,10,3
250000.0006,254,0,0,0,7,4,4,4,7,3
11.390699654801457,62,559.7714872057498,0.20447512754356198,43,1,1,1,2,1,4
125000.0003,254,0,0,0,5,2,6,2,5,0
83333.33039,254,0,0,0,2,1,1,1,1,5
39.458758939238045,254,2756.8519466304224,0.1056145618711895,44,2,1,2,2,2,2
200000.0051,254,0,0,0,23,21,23,21,23,3
9.64745,62,4759.408691,0,185,19,2,2,13,2,1
125000.0003,254,0,0,0,5,2,5,4,5,0
83333.33039,254,0,0,0,2,1,1,6,1,5
37.0747622353996,254,5108.565754932899,0.04052072761262731,44,8,1,1,2,7,2
37.663019,62,11243.78906,0.026369,73,4,1,2,2,2,1
31.187949,254,3725.920166,0.124143,45,6,1,2,2,6,2
333333.3215,254,0,0,0,43,17,43,41,43,3
333333.3215,254,0,0,0,3,2,3,11,3,5
125000.0003,254,0,0,0,22,18,22,18,22,3
148.21979383746705,62,1195955.8226621058,0.05463145624624044,1263,1,1,1,1,1,3
69.17639135456423,62,60804.686232252825,0.045116707482061674,267,1,1,1,1,1,0
4.923995,254,145.44722,0.101419,48,2,1,1,1,1,5
125000.0003,254,0,0,0,25,18,25,18,25,3
27.837886912022896,254,3325.6995571973607,0.06473316988067389,45,8,2,3,3,6,2
56.18147681243445,254,15218.666376561678,0.025680766899832636,92,9,1,2,2,8,2
15.986540738332558,254,2740.703807476747,0.09529767327152038,53,9,1,1,3,5,2
500000.0013,254,0,0,0,6,3,3,4,5,3
35.48510583825747,62,17504.091288512787,0.06246932350757936,152,6,3,6,5,6,1
44.34957,254,5298.29541,0.051058,45,1,1,1,2,1,1
58.28675171903541,254,46070.59966170737,0.045339817885036104,239,1,1,1,1,1,0
100000.0025,254,0,0,0,8,2,2,5,7,0
333333.3215,254,0,0,0,7,3,7,3,7,0
111111.1072,254,0,0,0,1,1,1,2,1,5
10.195477001809465,254,1393.1552049104282,0.08136505465532996,44,4,1,1,2,2,2
0.6302236357243761,254,0,0,0,6,2,5,11,6,2
90909.0902,254,0,0,0,5,1,2,3,5,2
90909.0902,254,0,0,0,22,5,5,7,17,1
111111.1072,254,0,0,0,7,4,7,15,7,0
125000.0003,254,0,0,0,25,25,25,25,25,3
333333.3215,254,0,0,0,13,1,13,3,13,4
17.169879,254,2504.782471,0.022226,44,5,1,2,2,5,5
200000.0051,254,0,0,0,5,1,5,1,5,1
500000.0013,254,0,0,0,4,1,1,2,5,5
34.76585907607389,62,209581.90096389718,0.0859193416271961,1035,1,1,1,1,1,1
90.64124563157631,62,552001.9245179303,0.05464034361133026,1044,1,1,1,4,1,1
24.323885,254,2234.193848,0.096608,44,3,1,3,1,3,4
100000.0025,254,0,0,0,10,2,2,2,10,2
19.446703973444205,254,4523.683738956903,0.052667065556188254,64,2,1,1,1,1,2
25.505343908342486,254,4803.534618491226,0.07476225424614558,65,5,1,2,2,4,2
83333.33039,254,0,0,0,1,1,1,1,1,5
37.639888311698954,66,8679.666960771792,0.04574486845380995,75,1,1,1,1,1,1
32.47766392322725,254,6441.7917798270155,0.06238461172084079,83,3,1,2,1,3,2
90909.0902,254,0,0,0,10,4,5,12,10,0
26.971027,254,3934.596924,0.044327,44,1,1,1,1,2,5
125000.0003,254,0,0,0,7,2,7,2,7,0
13.443645,254,1961.190552,0.088481,44,3,1,1,1,6,5
111111.1072,254,0,0,0,1,1,1,1,1,5
90909.0902,254,0,0,0,12,6,6,6,12,0
25.010863427105082,62,41625.204240559986,0.11614309606217522,402,1,1,1,1,1,1
42.97181949589366,254,5133.699925554353,0.06236146101104491,45,7,1,1,1,6,2
500000.0013,254,0,0,0,3,1,1,1,3,2
125000.0003,254,0,0,0,26,17,26,18,26,3
10.053822738075885,62,494.0735971241909,0.19371962353570146,43,2,1,2,1,2,4
1000000.003,254,0,0,0,1,1,1,1,1,5
125000.0003,254,0,0,0,12,12,12,12,12,3
28.859297996167466,31,76459.22411304203,0.00014889477858637118,565,1,1,1,5,2,4
125000.0003,254,0,0,0,25,25,25,26,25,3
1.320447,254,293.981995,0.022915,57,4,2,2,2,4,2
333333.3215,254,0,0,0,26,4,26,4,26,3
125000.0003,254,0,0,0,37,23,38,25,37,3
17.937711976235633,254,4637.813526689031,0.06544918278247813,87,3,1,1,1,4,2
125000.0003,254,0,0,0,3,1,3,9,3,0
34.672791,62,19645.19531,0.03298,172,1,1,1,1,1,1
2907.5609623930177,31,628033.185775122,0,81,7,1,1,2,8,4
0.807682,254,0,0,0,6,2,2,2,2,5
200000.0051,254,0,0,0,5,2,5,2,5,1
22.337229002816738,254,2668.554208848149,0.08091779642326978,45,3,1,2,1,3,2
111111.1072,254,0,0,0,7,2,7,11,7,1
333333.3215,254,0,0,0,42,22,42,42,42,3
250000.0006,254,0,0,0,6,1,5,5,5,2
12.935794,254,1887.104004,0.028979,44,2,1,1,1,1,5
84.6536543518748,254,9367.425011297732,0.046735769659829514,45,1,1,1,1,1,1
250000.0006,254,0,0,0,9,1,2,2,5,5
100000.0025,254,0,0,0,10,2,2,2,10,2
40.2816295207956,62,253729.58382685808,0.1433039652119678,1126,1,1,1,1,1,3
200000.0051,254,0,0,0,5,2,5,2,5,0
13.090898039242685,254,3112.851925052583,0.09923798646376066,82,2,1,1,1,2,2
7.863113,254,2162.730469,0.172332,80,1,1,1,2,1,2
2102.885881807668,31,857214.5860379097,0.0001428136546005077,435,8,1,3,7,6,4
125000.0003,254,0,0,0,33,25,35,26,33,3
333333.3215,254,0,0,0,10,4,4,8,10,2
65.171607,31,7326.660645,0.000126,53,3,1,3,7,3,4
26.70301883454236,254,3736.9379156582936,0.06946579342461252,44,1,1,1,1,1,1
111111.1072,254,0,0,0,5,1,5,1,5,0
90909.0902,254,0,0,0,17,4,7,11,17,3
31.722670080881528,107,23096.047482299327,0.05209559152255878,202,4,1,4,1,5,1
125000.0003,254,0,0,0,20,20,21,20,20,3
70.584138,254,3876.289795,0.068144,43,4,1,2,2,2,4
125000.0003,254,0,0,0,8,6,8,23,8,0
100000.0025,254,0,0,0,12,1,2,5,6,2
15.910469846825029,62,22036.610121394537,0.09154793983648697,370,1,1,1,1,1,1
111111.1072,254,0,0,0,4,2,4,3,4,5
69.56148,62,256982.0781,0.045982,752,1,1,1,2,1,1
333333.3215,254,0,0,0,4,1,4,2,4,0
27.722280994198254,254,5632.289303999203,0.05800851258663567,57,2,1,2,1,2,4
26.614314,254,3882.558838,0.044291,44,2,1,2,1,2,5
17.249962,62,847.712463,0.11275,43,6,1,6,2,6,4
171.19169510028507,62,1529613.1123696596,0.06116843376768431,1313,1,1,1,1,1,0
79.67712120131745,254,10628.053314695511,0.055204359821383775,50,1,1,1,1,1,1
48.424132104125334,50,17722.6909819614,0.03521906954016861,114,3,1,2,2,2,4
125000.0003,254,0,0,0,4,1,4,3,4,0
250000.0006,254,0,0,0,1,1,1,18,1,5
142857.1409,254,0,0,0,1,1,1,1,1,5
125000.0003,254,0,0,0,8,6,8,23,8,0
166666.6608,254,0,0,0,1,1,8,8,2,5
125000.0003,254,0,0,0,4,1,1,1,4,2
166666.6608,254,0,0,0,3,1,2,1,3,0
23.412996533925376,254,2797.0727252585684,0.07184968304676564,45,1,1,1,1,1,1
38.904793660127574,254,4647.825915663032,0.027251435286367063,45,1,1,1,1,1,1
125000.0003,254,0,0,0,4,3,4,18,4,0
100000.0025,254,0,0,0,5,1,1,1,4,2
166666.6608,254,0,0,0,10,4,4,11,9,2
250000.0006,254,0,0,0,10,3,3,6,9,2
2.766292,254,2569.226807,0.061982,348,1,1,1,1,1,1
1021.618086,31,3887442,0.000177,946,3,1,1,1,6,4
90909.0902,254,0,0,0,18,4,4,4,18,3
200000.0051,254,0,0,0,10,3,3,3,10,3
5.027207,254,148.495956,0.085747,48,1,1,1,1,1,5
125000.0003,254,0,0,0,15,4,4,10,13,0
166666.6608,254,0,0,0,4,2,4,11,4,0
62.49923478799049,254,6031.284472279196,0.06241152358509611,45,1,1,1,1,1,1
72322.73220346295,254,0,0,0,6,1,1,2,1,1
200000.0051,254,0,0,0,27,11,27,23,27,3
200000.0051,254,0,0,0,5,2,5,2,5,1
34.618446,254,4135.750488,0.058174,45,1,1,1,1,1,5
24.19880071446977,254,3395.051037354133,0.04352829266355296,44,4,1,1,1,5,2
27.918879877915277,31,69941.4087350355,0.00012583215471006622,565,3,1,1,3,1,4
142857.1409,254,0,0,0,4,1,1,3,2,5
333333.3215,254,0,0,0,9,4,9,13,9,0
125000.0003,254,0,0,0,2,2,2,2,2,0
76923.07779,254,0,0,0,7,1,1,2,5,2
65.73310410874517,254,7852.914962287048,0.03617454973596864,45,11,1,2,2,11,2
3847.26335291576,31,1002486.9030225658,0,76,10,1,3,6,11,4
61.89908551327528,254,8160.556774729177,0.04553529539008366,48,7,1,7,2,7,4
0.941424,254,0,0,0,1,1,2,3,1,0
111111.1072,254,0,0,0,1,1,1,1,1,5
333333.3215,254,0,0,0,5,2,5,2,5,0
111111.1072,254,0,0,0,21,18,21,18,21,3
1.146183,254,0,0,0,1,1,1,2,1,0
1590.4849193613643,31,1191068.2021041,0.00014216486704680335,398,6,1,2,9,5,4
50.19356053314397,227,17740.733915808243,0.05629346785747317,126,1,1,1,2,1,0
12.02703361940474,254,4056.851078268939,0.019884101629167903,197,1,1,1,1,1,1
19.305930000613955,62,5411.372608120423,0.05461243473736735,74,1,1,1,2,1,1
35.48363461243545,254,7672.08264695716,0.04789200327771633,80,5,1,4,1,4,2
